,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses
2118,Полтава-Київ,Полтава,Київ,6666033510493660744,Укртрансбезпека,517/518,щоденно,один,"М3, ІІІ",Починаючи з 1982 року,22.11.2014-04.07.2018,"ПП "" А.Т.Н."",вул. Чистяківська, 2-А, кв.500, м.Київ,АГ587717",1+1
2119,Барвінкове-Донецьк,Барвінкове,Донецьк,4030193361559889456,Укртрансбезпека,517/518,щоденно,один,"М3, ІІІ",Починаючи з 1989 року,30.03.2011-29.03.2016,"ФОП Пісковський С.О.,вул. Леніна,буд. 35, кв.28, м.Барвінкове, Харківська область,АЕ573192",1+1
2120,Миколаїв-Скадовськ,Миколаїв,Скадовськ,8784695531232866188,Укртрансбезпека,517/518,В період з  01.05. по 01.10. виконується щоденно,один,"М3, ІІІ",Починаючи з 2000 року,11.04.2015-10.04.2020,"ТОВ ""Альянс-Сервіс"",вул. Айвазовського, буд. 18, корпус А, м.Миколаїв,АГ584968",1+1
2121,Рівне-Львів,Рівне,Львів,5031403130069140316,Укртрансбезпека,517/518,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,23.01.2014-04.01.2014,"ПрАТ ""Дубенське АТП 15606"" , адреса: вул.Мирогощанська, 62, м.Дубно, Рівненська область, АЕ267978",1+1
2122,Острог-Нетішин,Острог,Нетішин,2391656371178963058,Укртрансбезпека,517/518,щоденно,один,"М2,М3,В,І,ІІ,ІІІ",Починаючи з 2003 року,21.08.2015-20.08.2020,"ПП ""Острог-Авто"",вул.Мацути, 4-А, м.Острог, Рівненська область,АЕ572313",1+1
2123,Кременчук-Світловодськ,Кременчук,Світловодськ,8546282415085932535,Укртрансбезпека,519/520,щоденно,один,"М2,М3,В,І,ІІ,ІІІ",Починаючи з 2005 року,06.06.2015-05.06.2020,"ТОВ ""АТП-15307"",вул. Київська, буд. 65/2, м.Кременчук, Полтавська область,АЕ266557",1+1
2124,Слов`янськ-Сєвєродонецьк,Слов`янськ,Сєвєродонецьк,7617772478863421610,Укртрансбезпека,519/520,щоденно,один,"М3,М3,В,ІІІ",Починаючи з 2010 року,21.07.2011-20.07.2016,"ФОП Яцура С.В.,пров. Пролетарський, 19, м.Слов'янськ, Донецька область,АГ504526",1+1
2125,Дніпропетровськ-Скадовськ,Дніпропетровськ,Скадовськ,8571591717072844619,Укртрансбезпека,519/520,щоденно,один,"М3, ІІІ",Починаючи з 1993 року,09.05.2015-08.05.2020,"ПП ""Корсар"",вул. Гагаріна, 132, м.Скадовськ, Херсонська область,АЕ572416",2+1
2126,Крехаїв-Київ,Крехаїв,Київ,6340425527893784287,Укртрансбезпека,519/520,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 2008 року,16.11.2015-05.11.2020,"ТОВ ""Техпром"", вул. Ярославів Вал/Олеся Гончара, буд. 19/33-А, м.Київ, AE № 421915",1+1
2127,Полтава-Київ,Полтава,Київ,6666033510493660744,Укртрансбезпека,519/520,щоденно,один,"М3, ІІІ",Починаючи з 1982 року,22.11.2014-04.07.2018,"ПП "" А.Т.Н."",вул. Чистяківська, 2-А, кв.500, м.Київ,АГ587717",1+1
2128,Охтирка - Харків,Охтирка,Харків,2705634027150644179,Укртрансбезпека,519/520,Прямий та зворотній рейси виконуються Пон.Пт.Суб.Нед.,один,"М2,М3,ВІІІ",Починаючи з 1994 року,13.12.2011-12.12.2016,"ФОП Марочко С.В.,вул.Гончаренко, 38, кв.26, м.Охтирка, Сумська область,АГ592023",1+1
2129,Острог - Нетішин,Острог,Нетішин,2391656371178963058,Укртрансбезпека,519/520,щоденно,один,"М2,М3,В,І,ІІ,ІІІ",Починаючи з 2003 року,21.08.2015-20.08.2020,"ПП ""Острог-Авто"",вул.Мацути, 4-А, м.Острог, Рівненська область,АЕ572313",1+1
2130,Кременчук - Світловодськ,Кременчук,Світловодськ,8546282415085932535,Укртрансбезпека,521/522,щоденно,один,"М2,М3,В,І,ІІ,ІІІ",Починаючи з 2005 року,06.06.2015-05.06.2020,"ТОВ ""АТП-15307"",вул. Київська, буд. 65/2, м.Кременчук, Полтавська область,АЕ266557",1+1
2131,Слов'янськ - Сєвєродонецьк,Слов'янськ,Сєвєродонецьк,7617772478863421610,Укртрансбезпека,521/522,щоденно,один,"М2,М3,В,ІІІ",Починаючи з 2010 року,21.07.2011-20.07.2016,"ФОП Яцура С.В.,пров. Пролетарський, 19, м.Слов'янськ, Донецька область,АГ504526",1+1
2132,Жидачів - Калуш,Жидачів,Калуш,0,Укртрансбезпека,521/522,щоденно,один,"М2,М3,В,ІІ,ІІІ",,,,1+1
2133,Полтава - Ялта,Полтава,Ялта,0,Укртрансбезпека,521/522,в період з 11.09. по 31.05. виконується щоденно,один,"М3, ІІІ",,,,2+1
2134,Чернігів-Київ,Чернігів,Київ,1473954385223921372,Укртрансбезпека,521/522,щоденно,один,"М2,М3,В,ІІІ",Починаючи з 2000 року,30.03.2011-29.03.2016,"ФОП Коваленко В.В., адреса: вул. Волковича, 2-А, кв. 126, м.Чернігів, 14009, АЕ 268969",1+1
2135,Сокаль-Млинів,Сокаль,Млинів,0,Укртрансбезпека,521/522,щоденно,один,"М2,М3,В,ІІІ",,,,1+1
2136,Хмельницький-Вінниця,Хмельницький,Вінниця,4802193571502929132,Укртрансбезпека,521/522,щоденно,один,"М2,М3,В,ІІІ",Починаючи з 2007 року,16.12.2015-15.12.2020,"ПП ""АТП Поділля - Тур"", вул. Щорса, буд 40, кв. 25, м.Хмельницький, АЕ 264564",1+1
2137,Миколаїв-Черкаси,Миколаїв,Черкаси,5065403023006879239,Укртрансбезпека,521/522,щоденно,один,"М3, ІІІ",Починаючи з 1997 року,09.05.2015-.08.05.2020,"ФОП  Савченко Г.І.,вул. Ліскова, 2, м.Миколаїв,АГ504682",2+1
2138,Кременчук-Світловодськ,Кременчук,Світловодськ,8546282415085932535,Укртрансбезпека,523/524,щоденно,один,"М2,М3,В,І,ІІ,ІІІ",Починаючи з 2005 року,06.06.2015-05.06.2020,"ТОВ ""АТП-15307"",вул. Київська, буд. 65/2, м.Кременчук, Полтавська область,АЕ266557",1+1
2139,Жидачів-Калуш,Жидачів,Калуш,0,Укртрансбезпека,523/524,щоденно,один,"М2,М3,В,ІІ,ІІІ",,,,1+1
2140,Сокаль-Рівне,Сокаль,Рівне,0,Укртрансбезпека,523/524,щоденно,один,"М3, ІІІ",,,,1+1
2141,Хмельницький-Вінниця,Хмельницький,Вінниця,4802193571502929132,Укртрансбезпека,523/524,щоденно,один,"М2,М3,В,ІІІ",Починаючи з 2007 року,16.12.2015-15.12.2020,"ПП ""АТП Поділля - Тур"", вул. Щорса, буд 40, кв. 25, м.Хмельницький, АЕ 264564",1+1
2142,Полтава-Київ,Полтава,Київ,6666033510493660744,Укртрансбезпека,523/524,щоденно,один,"М3, ІІІ",Починаючи з 1982 року,22.11.2014-04.07.2018,"ПП "" А.Т.Н."",вул. Чистяківська, 2-А, кв.500, м.Київ,АГ587717",1+1
2143,Дніпропетровськ-Скадовськ,Дніпропетровськ,Скадовськ,2023468923064142610,Укртрансбезпека,523/524,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,24.04.2014-23.04.2019,"ТОВ ""СІС"",проспект Карла Маркса , буд.53, м.Дніпропетровськ,АГ593941",2+1
2144,Кременчук-Світловодськ,Кременчук,Світловодськ,8546282415085932535,Укртрансбезпека,525/526,щоденно,один,"М2,М3,В,І,ІІ,ІІІ",Починаючи з 2005 року,06.06.2015-05.06.2020,"ТОВ ""АТП-15307"",вул. Київська, буд. 65/2, м.Кременчук, Полтавська область,АЕ266557",1+1
2145,Бердянськ-Донецьк,Бердянськ,Донецьк,6400560826548887898,Укртрансбезпека,525/526,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,23.09.2010-22.09.2015,"ТОВ ""Українські автошляхи"",вул.Крилова, 20, м.Бердянськ, Запорізька область,АВ549460",1+1
2146,Одеса-Херсон,Одеса,Херсон,9201700800669045473,Укртрансбезпека,525/526,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,25.02.2014-24.02.2019,"ПАТ ""Чорноморська транспортна компанія"", адреса:вул.Новощепний ряд, 5, м.Одеса, 65007, АГ588936",1+1
2147,Миколаїв-Березівка,Миколаїв,Березівка,7667183426923393744,Укртрансбезпека,525/526,щоденно,один,"М2,М3,В,ІІІ",Починаючи з 2006 року,15.04.2011-14.04.2016,"ТДВ ""Оріон-Авто"", адреса: вул. Казарського, 4, м.Миколаїв, 54007, АВ 562984",1+1
2148,Київ-Парафіївка,Київ,Парафіївка,0,Укртрансбезпека,525/526,щоденно,один,"М3, ІІІ",,,,1+1
2149,Полтава-Київ,Полтава,Київ,6666033510493660744,Укртрансбезпека,525/526,щоденно,один,"М3, ІІІ",Починаючи з 1982 року,22.11.2014-04.07.2018,"ПП "" А.Т.Н."",вул. Чистяківська, 2-А, кв.500, м.Київ,АГ587717",1+1
2150,Жидачів-Калуш,Жидачів,Калуш,0,Укртрансбезпека,525/526,щоденно,один,"М2,М3,В,ІІ,ІІІ",,,,1+1
2151,Сирове-Одеса,Сирове,Одеса,8855430653701312226,Укртрансбезпека,527/528,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,21.07.2011-20.07.2016,"ФОП Устименко Л.Г.,вул.Лихого, 33, смт.Доманівка, Доманівський район, Миколаївська область,АГ502687",1+1
2152,Березнегувате-Херсон,Березнегувате,Херсон,5860371930253465943,Укртрансбезпека,527/528,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 1988 року,16.04.2013-15.04.2018,"ТОВ АТП ""Норд-Транс"",Суворова, буд. 6, м.Снігурівка, Миколаївська область,АГ591385",1+1
2153,Жидачів-Калуш,Жидачів,Калуш,0,Укртрансбезпека,527/528,щоденно,один,"М2,М3,В,ІІ,ІІІ",,,,1+1
2154,Харків-Гадяч,Харків,Гадяч,0,Укртрансбезпека,527/528,щоденно,один,"М3, ІІІ",,,,1+1
2155,Полтава-Київ,Полтава,Київ,6666033510493660744,Укртрансбезпека,527/528,щоденно,один,"М3, ІІІ",Починаючи з 1982 року,22.11.2014-04.07.2018,"ПП "" А.Т.Н."",вул. Чистяківська, 2-А, кв.500, м.Київ,АГ587717",1+1
2156,Новий Розділ-Калуш,Новий Розділ,Калуш,0,Укртрансбезпека,529/530,щоденно,один,"М2,М3,В,ІІ,ІІІ",,,,1+1
2157,Снігурівка-Херсон,Снігурівка,Херсон,2633921896707244065,Укртрансбезпека,529/530,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 2005 року,17.02.2011-16.02.2016,"ТОВ ""Миколаїв-Авто"", адреса:вул.Казарського, 4, м.Миколаїв, 54007",1+1
2158,Київ-Лосинівка,Київ,Лосинівка,0,Укртрансбезпека,529/530,щоденно,один,"М2,М3,В,ІІ,ІІІ",,,,1+1
2159,Кіровоград-Киів,Кіровоград,Киів,925510290047060441,Укртрансбезпека,529/530,"Прямий рейс виконуються Пон.,Сер.,Пт.,Нед.,зворотній рейс виконуються Вівт., Чт.,Суб.",один,"М3, ІІІ",Починаючи з 1998 року,20.06.2012-19.06.2017,"ТОВ ""Автомобільна  компанія ""Транспортні лінії України"", адреса: вул.Виставочна, 2-В, м.Кіровоград, 25014, АГ 586996",2+1
2160,Київ-Полтава,Київ,Полтава,0,Укртрансбезпека,529/530,щоденно,один,"М3, ІІІ",,,,1+1
2161,Одеса-Миколаїв,Одеса,Миколаїв,7903273908441434273,Мінінфраструктури,529/530,щоденно,один,"М3,В, ІІ, ІІІ",Починаючи з 1996 року,20.12.2017-25.03.2020,"ТОВ ""Ас-Транс Юг"", адреса: вул. Бугаївська, 35, офіс 404 м.Одеса, ",1+1
2162,Бердянськ-Дніпропетровськ,Бердянськ,Дніпропетровськ,3646759539640860542,Укртрансбезпека,529/530,щоденно,один,"М3, ІІІ",Починаючи з 2012 року,14.10.2015-13.10.2020,"ДП ""Таксі-Сервіс "" ТДВ ""Автопромінь"", адреса: вул. Філософська, 39, м.Дніпропетровськ, АЕ 421405",1+1
2163,Луганськ-Харків,Луганськ,Харків,4522930172552216899,Укртрансбезпека,529/530,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,16.04.2013-15.04.2018,"ТОВ ""Транспортна компанія ""ФЛАГМАН"",2-й Оборонний проїзд,5, м.Луганськ,АВ545193 ",1+1
2164,Київ-Кременчук,Київ,Кременчук,0,Укртрансбезпека,531/532,щоденно,один,"М3, ІІІ",,,,1+1
2165,Миколаїв-Хмельницький,Миколаїв,Хмельницький,7667183426923393744,Укртрансбезпека,531/532,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,25.11.2015-24.11.2020,"ТДВ ""Оріон-Авто"", адреса: вул. Казарського, 4, м.Миколаїв, 54007, АВ 562984",2+1
2166,Київ-Полтава,Київ,Полтава,0,Укртрансбезпека,531/532,щоденно,один,"М3, ІІІ",,,,1+1
2167,Хмельницький-Київ,Хмельницький,Київ,2850163373799223319,Мінінфраструктури,531/532,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,13.07.2018-12.07.2023,"ТОВ ""Липовець АТП"",вул.Леніна,121-А, м.Липовець, Вінницька область,АД62450",1+1
2168,Дніпропетровськ-Харків,Дніпропетровськ,Харків,8851860013575201057,Укртрансбезпека,531/532,щоденно,один,"М3, ІІІ",Починаючи з 2005 року,17.01.2013-16.01.2018,"ТОВ ""АТП 11231"", адреса: вул. Винокурова, буд.11, м.Дніпропетровськ, 49051, АЕ 421996",1+1
2169,Кременчук-Київ,Кременчук,Київ,3991807768499954915,Укртрансбезпека,533/534,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,05.08.2014-04.08.2019,"ТОВ ""БДК-Авто"",вул.Пушкіна, буд. 131 А, м.Лутугине, Луганська область,АЕ264753",1+1
2170,Снігурівка-Херсон,Снігурівка,Херсон,2633921896707244065,Укртрансбезпека,533/534,щоденно,один,"М3, ІІІ",Починаючи з 2005 року,17.02.2011-16.02.2016,"ТОВ ""Миколаїв-Авто"", адреса:вул.Казарського, 4, м.Миколаїв, 54007",1+1
2171,Хмельницький-Київ,Хмельницький,Київ,2850163373799223319,Мінінфраструктури,533/534,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,13.07.2018-12.07.2023,"ТОВ ""Липовець АТП"",вул.Леніна,121-А, м.Липовець, Вінницька область,АД62450",1+1
2172,Одеса-Миколаїв,Одеса,Миколаїв,7903273908441434273,Мінінфраструктури,533/534,щоденно,один,"М3,В, ІІ, ІІІ",Починаючи з 1996 року,20.12.2017-25.03.2020,"ТОВ ""Ас-Транс Юг"", адреса: вул. Бугаївська, 35, офіс 404 м.Одеса, ",1+1
2173,Новоархангельськ-Умань,Новоархангельськ,Умань,381580302010992688,Укртрансбезпека,533/534,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 1995,05.06.2011-04.06.2016,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
2174,Київ-Кременчук,Київ,Кременчук,3881579581939486487,Укртрансбезпека,535/536,щоденно,один,"М3, ІІІ",Починаючи з 1990 року,05.08.2014-04.08.2019,"ТОВ ""Авто-Лайн"",вул.Кургузова, буд. 9-А, м.Вишгород, Київська область,АЕ189814",1+1
2175,Лозова-Донецьк,Лозова,Донецьк,0,Укртрансбезпека,535/536,щоденно,один,"М3, ІІІ",,,,1+1
2176,Яготин-Черкаси,Яготин,Черкаси,2107305824110369602,Укртрансбезпека,535/536,щоденно,один,"М2,М3,В,ІІІ",Починаючи з 2008 року,06.08.2014-05.08.2019,"ТОВ ""Авто-Гарант-08"",вул. Космонавтів, буд. 60, с.Дівички, Переяслав-Хмельницький район, Київська область,АЕ188382",1+1
2177,Рівне-Чернівці,Рівне,Чернівці,0,Укртрансбезпека,535/536,щоденно,один,"М3, ІІІ",,,,2+1
2178,Крехаїв-Київ,Крехаїв,Київ,6340425527893784287,Укртрансбезпека,535/536,щоденно,один,"М2,М3,В,ІІ,ІІІ",Починаючи з 2008 року,16.11.2015-05.11.2020,"ТОВ ""Техпром"", вул. Ярославів Вал/Олеся Гончара, буд. 19/33-А, м.Київ, AE № 421915",1+1
2179,Хмельницький-Київ,Хмельницький,Київ,2850163373799223319,Мінінфраструктури,535/536,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,13.07.2018-12.07.2023,"ТОВ ""Липовець АТП"",вул.Леніна,121-А, м.Липовець, Вінницька область,АД62450",1+1
2180,Одеса-Миколаїв,Одеса,Миколаїв,7903273908441434273,Мінінфраструктури,535/536,щоденно,один,"М3, В, ІІ, ІІІ",Починаючи з 1996 року,20.12.2017-25.03.2020,"ТОВ ""Ас-Транс Юг"", адреса: вул. Бугаївська, 35, офіс 404 м.Одеса, ",1+1
2181,Умань-Новоархангельськ,Умань,Новоархангельськ,0,Укртрансбезпека,535/536,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
2182,Краматорськ-Харків,Краматорськ,Харків,2296753335361943255,Укртрансбезпека,537/538,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,21.07.2011-20.07.2016,"ПрАТ ""Краматорське АТП-11410"", адреса:вул.Орджонікідзе, 6, м.Краматорськ, Донецька область, АГ 590921",1+1
2183,Мелітополь-Іванівка,Мелітополь,Іванівка,214147444388911077,Укртрансбезпека,537/538,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2007 року,01.02.2012-31.01.2017,"ВАТ ""Іванівське  АТП 16548"", адреса: вул.Енгельса,39, смт.Іванівка, Іванівський район, Херсонська область, АД 038758",1+1
2184,Нараїв-Львів,Нараїв,Львів,9144530867014729013,Укртрансбезпека,537/538,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2014 року,16.12.2015-15.12.2020,"ПП ""Автошлях"", адреса: вул.Міжгірська, 3, м.Перемишляни, Львівська область, АЕ 421746",1+1
2185,Володимирець-Київ,Володимирець,Київ,2912971027242112192,Укртрансбезпека,537/538,щоденно,один,"М3, ІІІ",Починаючи з 1993 року,16.12.2015-15.12.2020,"ТОВ ""Володимирецьтранссервіс"", адреса: вул.Соборна, 2- Г, смт.Володимирець, Володимирецький район, Рівненська область, АД 062162 ",1+1
2186,Кривий Ріг-Київ,Кривий Ріг,Київ,3313843774807244519,Укртрансбезпека,537/538,щоденно,один,"М3, ІІІ",Починаючи з 1985 року,25.06.2011-24.06.2016,"ФОП Терещенко В.Ф., адреса:бул.Кірова, 27, кв.69, м.Кривий Ріг, Дніпропетровська область, АВ 610943 ",1+1
2187,Київ-Хмельницький,Київ,Хмельницький,0,Укртрансбезпека,537/538,щоденно,один,"М3, ІІІ",,,,1+1
2188,Первомайське-Одеса,Первомайське,Одеса,2633921896707244065,Укртрансбезпека,537/538,щоденно,один,"М3, ІІІ",Починаючи з 2010 року,26.03.2015-25.03.2020,"ТОВ ""Миколаїв-Авто"", адреса:вул.Казарського, 4, м.Миколаїв, 54007",1+1
2189,Новоархангельськ-Умань,Новоархангельськ,Умань,381580302010992688,Укртрансбезпека,537/538,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 1994 року,17.01.2013-16.01.2018,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
2190,Київ-Кременчук,Київ,Кременчук,0,Укртрансбезпека,539/540,щоденно,один,"М3, ІІІ",,,,1+1
2191,Коломия-Чернівці,Коломия,Чернівці,9201438780500794443,Укртрансбезпека,539/540,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,11.02.2011-10.02.2016,"ФОП Микитюк В.В., адреса: вул.Центральна, буд.6, с.Кулачківці, Снятинський район, Івано-Франківська область, АВ 544746",1+1
2192,Дніпропетровськ-Умань,Дніпропетровськ,Умань,381580302010992688,Укртрансбезпека,539/540,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,23.09.2015-22.09.2020,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",2+1
2193,Лисичанськ-Сіверськ,Лисичанськ,Сіверськ,0,Укртрансбезпека,539/540,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",,,,1+1
2194,Коблеве-Донецьк,Коблеве,Донецьк,122268489554133358,Укртрансбезпека,539/540,"з 01.09 по 31.05 - до м. Миколаїв
з 01.06. по 31.08. до м. Коблеве",один,"М3, ІІІ",Починаючи з 1991 року,18.11.2011-17.11.2016,"ТОВ ""Гаджиєв"", адреса: проспект Жовтневий , буд.21-М, м.Миколаїв, АЕ 266018",2+1
2195,Краматорськ-Харків,Краматорськ,Харків,2296753335361943255,Укртрансбезпека,539/540,щоденно,один,"М3, ІІІ",Починаючи з 1993 року,31.12.2011-30.12.2016,"ПрАТ ""Краматорське АТП-11410"", адреса:вул.Орджонікідзе, 6, м.Краматорськ, Донецька область, АГ 590921",1+1
2196,Київ-Хмельницький,Київ,Хмельницький,0,Укртрансбезпека,539/540,щоденно,один,"М3, ІІІ",,,,2+1
2197,Черкаси-Київ,Черкаси,Київ,7482096800932761321,Укртрансбезпека,541/542,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,11.04.2015-10.04.2020,"ТОВ ""Автолюкс-Черкаси-Плюс"", адреса: вул.Хоменка, кв. 9, м.Черкаси, 18036, АЕ 266758",1+1
2198,Лисичанськ-Сіверськ,Лисичанськ,Сіверськ,0,Укртрансбезпека,541/542,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",,,,1+1
2199,Ірпінь-Рибаківка,Ірпінь,Рибаківка,0,Укртрансбезпека,541/542,щоденно,один,"М3, ІІІ",,,,2+1
2200,Чернігів-Київ,Чернігів,Київ,0,Укртрансбезпека,541/542,Прямий та зворотній рейси виконуються Пт.Нед.,один,"М2, М3, В, ІІІ",,,,1+1
2201,Сокаль-Кременець,Сокаль,Кременець,8042936095333747723,Укртрансбезпека,541/542,щоденно,один,"М3, ІІІ",Починаючи з 1997 року,12.12.2015-11.12.2020,"ТОВ ""Сокальавтотранс"", адреса: вул.Шептицького, 129, м.Сокаль, Львівська область, AB 610293",1+1
2202,Черкаси-Київ,Черкаси,Київ,0,Укртрансбезпека,543/544,щоденно,один,"М3, ІІІ",,,,1+1
2203,Лисичанськ-Сіверськ,Лисичанськ,Сіверськ,0,Укртрансбезпека,543/544,щоденно,один,"М2, М3, В, І, ІІ, ІІІ",,,,1+1
2204,Кременець-Сокаль,Кременець,Сокаль,8491950764423671384,Укртрансбезпека,543/544,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,19.02.2015-18.02.2020,"ФОП Веснянка В.М., адреса: вул.Центральна,44, с.Боратин, Луцький район, Волинська область, АЕ 420786",1+1
2205,Миколаїв-Керч,Миколаїв,Керч,7438781600879898607,Укртрансбезпека,545/546,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,22.09.2011-21.09.2016,"ФОП Демчук  О.Д., адреса: вул. Вокзальне Шосе, 35, кв.149, м.Керч, АР Крим, АД 062509",2+1
2206,Луганськ-Ялта,Луганськ,Ялта,2399705439284969868,Укртрансбезпека,545/546,в період з 25.05 по 15.09 виконується щоденно,один,"М3, ІІІ",Починаючи з 2007 року,21.07.2011-20.07.2016,"ТОВ ""УШ АТП 10943"", адреса:вул.Михайла Донця, буд.17/46, м.Київ, 01326, АЕ 421372 ",2+1
2207,Бершадь-Кіровоград,Бершадь,Кіровоград,4091619117393849407,Укртрансбезпека,545/546,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,14.10.2015-13.10.2020,"ТОВ ""Бершадське АТП 10527"", адреса: вул.Тітова, буд.2, м.Бершадь, Вінницька область, AД 038320",1+1
2208,Сокаль-Рівне,Сокаль,Рівне,8540422903427980302,Укртрансбезпека,545/546,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,12.12.2015-11.12.2020,"ТзДВ ""Червоноградське АТП 14628"", адреса: вул.Св.Володимира, 113, м.Червоноград, Львівська область, 80100, АГ 504823",1+1
2209,Кривий Ріг-Черкаси,Кривий Ріг,Черкаси,6138143282378117453,Укртрансбезпека,545/546,щоденно,один,"М3, ІІІ",Починаючи з 2004 року,29.09.2011-28.09.2016,"ТОВ ""ТСК-Авто"", адреса: вул. Урицького, буд. 4, м.Кривий Ріг, Дніпропетровська область, 50004, АВ 616229",1+1
2210,Маріуполь-Судак,Маріуполь,Судак,0,Укртрансбезпека,547/458,в період з 15.05 по 15.09 виконується щоденно,один,"М3, ІІІ",,,,2+1
2211,Дніпропетровськ-Севастополь,Дніпропетровськ,Севастополь,8851860013575201057,Укртрансбезпека,547/548,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,01.05.2011-30.04.2016,"ТОВ ""АТП 11231"", адреса: вул. Винокурова, буд.11, м.Дніпропетровськ, 49051, АЕ 421996",2+1
2212,Бар-Хмельницький,Бар,Хмельницький,0,Укртрансбезпека,547/548,щоденно,один,"М2, М3, В, ІІ, ІІІ",,,,1+1
2213,Миколаїв-Одеса,Миколаїв,Одеса,2633921896707244065,Мінінфраструктури,547/548,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1998 року,21.08.2014-20.08.2019,"ТОВ ""Миколаїв-Авто"", адреса:вул.Казарського, 4, м.Миколаїв, 54007",1+1
2214,Луцьк-Пітушків,Луцьк,Пітушків,178094951688895688,Укртрансбезпека,547/548,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,01.10.2014-30.09.2019,"ФОП Тростіна Л.М., адреса: вул. Садова, 12, с.Гірка Полонка, Луцький район, Волинська область, АВ 616386",1+1
2215,Кузнецовськ-Київ,Кузнецовськ,Київ,2912971027242112192,Укртрансбезпека,547/548,щоденно,один,"М3, В, ІІІ",Починаючи з 1994 року,15.10.2015-14.10.2020,"ТОВ ""Володимирецьтранссервіс"", адреса: вул.Соборна, 2- Г, смт.Володимирець, Володимирецький район, Рівненська область, АД 062162 ",1+1
2216,Світловодськ-Черкаси,Світловодськ,Черкаси,0,Укртрансбезпека,547/548,щоденно,один,"М2, М3, В, ІІІ",,,,1+1
2217,Запоріжжя-Одеса,Запоріжжя,Одеса,8031016645206640738,Укртрансбезпека,549/550,щоденно,один,"М3, ІІІ",Починаючи з 1987 року,18.08.2011-17.08.2016,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",2+1
2218,Луцьк-Пітушків,Луцьк,Пітушків,178094951688895688,Укртрансбезпека,549/550,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,01.10.2014-30.09.2019,"ФОП Тростіна Л.М., адреса: вул. Садова, 12, с.Гірка Полонка, Луцький район, Волинська область, АВ 616386",1+1
2219,Світязь-Тернопіль,Світязь,Тернопіль,5751090866211569826,Мінінфрастуктури,549/550,щоденно,один,"М3, ІІІ",Починаючи з 2008року,06.11.2018-05.11.2023,"ФОП Мельник О.Т., адреса: вул. 1 Грудня, 2, кв.20, м.Ковель, Волинська область, АВ 610956",1+1
2220,Київ-Згурівка,Київ,Згурівка,5840815046234563428,Укртрансбезпека,549/550,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2009 року,13.12.2011-2.12.2016,"ТОВ ""АВТОСОЮЗ-ЗГУРІВКА"", адреса:вул. Шевченка, буд. 28, смт.Згурівка, Згурівський район, Київська область, АГ 503503",1+1
2221,Умань-Грузьке,Умань,Грузьке,381580302010992688,Укртрансбезпека,551/552,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,21.07.2011-20.07.2016,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
