arrival,bus_age,bus_comfort_level,company_id,coords,count,departure,drives_per_day,id,license_data,marchRoute,number_of_buses,regulative_institution,route_regularity
Парафіївка,"6 років, 9 років",-,7567039776634661888,"[[51.04801, 31.88688], [50.87728, 32.64598]]",2,Ніжин,,2603,24.04.2015-23.04.2020,Ніжин - Парафіївка,-,Чернігівська область,щоденно
Піски (Чернігівська),,,4607929986805837312,"[[50.74693, 31.3948], [51.47036, 31.442062]]",3,Бобровиця,,2606,28.05.2015-27.05.2020,Бобровиця - Піски (Чернігівська),-,Чернігівська область,щоденно
Краснопілля (Чернігівська),,-,6989248842575344640,"[[51.56638, 32.95861], [51.541418, 33.118003]]",2,Короп,,2607,29.05.2015-28.05.2020,Короп - Краснопілля (Чернігівська),-,Чернігівська область,"3,5 днях тижня"
Шабалинів,,-,7983789174239785984,"[[51.56638, 32.95861], [51.51547, 32.70726]]",2,Короп,,2608,23.06.2015-22.06.2020,Короп - Шабалинів,-,Чернігівська область,"3,7 днях тижня"
Радичів,"8 років, 7 років",-,1196723880105949184,"[[51.50551, 31.28487], [51.74425, 33.07151]]",1,Чернігів,,2612,20.07.2015-19.07.2020,Чернігів - Радичів,-,Чернігівська область,"5,6,7 днях тижня"
Десна,"8 років, 8 років, 7 років, 8 років",-,1315148144455260160,"[[51.50551, 31.28487], [50.92731, 30.76048]]",1,Чернігів,,2616,20.07.2015-19.07.2020,Чернігів - Десна,-,Чернігівська область,"2,4,6,7 днях тижня"
Десна ч/з Отрохи,"8 років, 8 років, 7 років, 8 років",-,1315148144455260160,"[[51.50551, 31.28487], [51.1020228, 30.8221737]]",1,Чернігів,,2617,20.07.2015-19.07.2020,Чернігів - Десна ч/з Отрохи,-,Чернігівська область,"1,3,5 днях тижня"
Оленівка (Чернігівська),"4 років, 3 роки",-,4340297353459757568,"[[51.04801, 31.88688], [51.253823, 32.303792]]",3,Ніжин,,2619,20.07.2015-19.07.2020,Ніжин - Оленівка (Чернігівська),-,Чернігівська область,"5,6,7 днях тижня"
Лосинівка,"8 років, 1 рік, 18 років, 11 років",-,4869067976661999616,"[[51.04801, 31.88688], [50.84274, 31.91757]]",9,Ніжин,,2623,20.07.2015-19.07.2020,Ніжин - Лосинівка,-,Чернігівська область,щоденно
Срібне,"16 років, 7 років",-,1629287822346494976,"[[51.50551, 31.28487], [50.66384, 32.91867]]",2,Чернігів,,2625,20.07.2015-19.07.2020,Чернігів - Срібне,-,Чернігівська область,щоденно
Іваниця (Чернігівська),"7 років, 25 років",-,8104456302019902464,"[[51.04801, 31.88688], [50.78897, 32.63525]]",1,Ніжин,,2626,20.07.2015-19.07.2020,Ніжин - Іваниця (Чернігівська),-,Чернігівська область,щоденно
Грем'яч,"4 роки, 19 років",-,1196723880105949184,"[[51.50551, 31.28487], [52.33909, 33.28757]]",1,Чернігів,,2629,20.07.2015-19.07.2020,Чернігів - Грем'яч,-,Чернігівська область,щоденно
Щорс,"7 років, 8 років, 9 років, 15 років, 15 років, 16 років",-,4368137163046395392,"[[51.89085, 31.59741], [51.81865, 31.94504]]",2,Городня,,2630,20.07.2015-19.07.2020,Городня - Щорс,-,Чернігівська область,щоденно
Наумівка (Чернігівська),,,2410454077433271296,"[[51.76877, 32.24813], [51.84116, 32.18462]]",1,Корюківка,,2636,20.07.2015-19.07.2018,Корюківка - Наумівка (Чернігівська),-,Чернігівська область,щоденно
Чернігів,"11 років, 12 років, 14  років",-,8073471311421862912,"[[51.56638, 32.95861], [51.50551, 31.28487]]",1,Короп,,2640,15.10.2015-14.10.2020,Короп - Чернігів,-,Чернігівська область,"1,2,3,4,5 днях тижня"
Прилуки,"9 років, 10 років, 14 років",-,5506156388464364544,"[[50.86258, 32.39425], [50.59323, 32.38761]]",2,Ічня,,2641,08.06.2017-07.06.2020,Ічня - Прилуки,-,Чернігівська область,щоденно
Бахмач,"11 років, 14 років",-,7414944529534499840,"[[50.95783, 31.92085], [51.18144, 32.83463]]",1,Талалаївка (Чернігівська),,2642,27.09.2016-26.09.2021,Талалаївка (Чернігівська) - Бахмач,-,Чернігівська область,щоденно
Прилуки,"9 років, 11 років",-,2834887610162360832,"[[51.11814, 32.43403], [50.59323, 32.38761]]",1,Плиски,,2643,08.06.2017-07.06.2020,Плиски - Прилуки,-,Чернігівська область,щоденно
Чернігів,"11 років, 12 років",-,7983789174239785984,"[[51.56638, 32.95861], [51.50551, 31.28487]]",1,Короп,,2645,15.10.2015-14.10.2020,Короп - Чернігів,-,Чернігівська область,щоденно
Прилуки ч/з Чернігів,"9 років, 9 років",-,7983789174239785984,"[[51.56638, 32.95861], [50.5884714, 32.3875825]]",1,Короп,,2646,15.10.2015-14.10.2020,Короп - Прилуки ч/з Чернігів,-,Чернігівська область,щоденно
Брусилів (Чернігівська),"11 років, 3 роки, 11 років",-,4601882035387829248,"[[51.50551, 31.28487], [51.544155, 31.514351]]",6,Чернігів,,2648,15.10.2015-14.10.2020,Чернігів - Брусилів (Чернігівська),-,Чернігівська область,щоденно
Любеч,"27 років, 28 років, 32 роки",-,7377932155789038592,"[[51.50551, 31.28487], [51.7026, 30.65692]]",3,Чернігів,,2650,15.10.2015-14.10.2020,Чернігів - Любеч,-,Чернігівська область,щоденно
Семенівка ч/з Стольне,,-,1849836206669745920,"[[51.5217, 32.21568], [51.51640399999999, 31.9152991]]",1,Мена,,2653,08.10.2015-08.10.2018,Мена - Семенівка ч/з Стольне,-,Чернігівська область,"1,5 днях тижня"
Семенівка,,-,1849836206669745920,"[[51.5217, 32.21568], [52.17827, 32.58183]]",2,Мена,,2654,08.10.2015-08.10.2018,Мена - Семенівка,-,Чернігівська область,"2,3,4 днях тижня"
Семенівка ч/з Ушню,,-,1849836206669745920,"[[51.5217, 32.21568], [52.1814619, 32.583994]]",1,Мена,,2655,08.10.2015-08.10.2018,Мена - Семенівка ч/з Ушню,-,Чернігівська область,"1,5 днях тижня"
Ріпки,,-,4112904420288236032,"[[51.7026, 30.65692], [51.801050000000004, 31.08383]]",1,Любеч,,2659,14.01.2016-13.01.2019,Любеч - Ріпки,-,Чернігівська область,щоденно
Сновськ,"17 років, 8 років",,3093480312730689024,"[[51.50551, 31.28487], [51.8178825, 31.946738]]",1,Чернігів,,2664,15.04.2018-14.04.2023,Чернігів - Сновськ,,Чернігівська область,"1,5,6,7 днях тижня"
Яблунівка (Чернігівська),"10 років, 17 років",,256207506208906848,"[[50.59323, 32.38761], [50.457148, 32.184181]]",4,Прилуки,,2666,01.12.2017-30.11.2020,Прилуки - Яблунівка (Чернігівська),,Чернігівська область,щоденно
Андріївка,"7 років, 10 років",,6667377131539364864,"[[51.50551, 31.28487], [52.02232, 31.5714]]",1,Чернігів,,2669,11.12.2017-10.12.2022,Чернігів - Андріївка,,Чернігівська область,"2,5,7 днях тижня"
Черкаси,,,1067419479197652864,"[[50.1396, 32.12512], [49.42854, 32.06207]]",1,Шрамківка,,2670,7/30/2015,Шрамківка - Черкаси,"всього автобусів - 2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Сміла,,,6404088750177423360,"[[49.42854, 32.06207], [49.22242, 31.88714]]",1,Черкаси,,2671,8/21/2015,Черкаси - Сміла,"всього автобусів - 5,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Золотоноша,,,6404088750177423360,"[[49.42854, 32.06207], [49.66832, 32.04047]]",1,Черкаси,,2672,8/21/2015,Черкаси - Золотоноша,"всього автобусів - 5,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Черкаси,,,4088130318561929216,"[[49.93936, 31.93198], [49.42854, 32.06207]]",1,Безпальче,,2673,1/15/2014,Безпальче - Черкаси,"всього автобусів -2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Стецівка,,,6404088750177423360,"[[49.42854, 32.06207], [48.99159, 31.15759]]",1,Черкаси,,2674,8/21/2015,Черкаси - Стецівка,"всього автобусів -2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Черкаси,,,54045107388490704,"[[50.19217, 32.0897], [49.42854, 32.06207]]",1,Кононівка,,2675,6/15/2017,Кононівка - Черкаси,"всього автобусів - 2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Черкаси,,,6404088750177423360,"[[49.66832, 32.04047], [49.42854, 32.06207]]",2,Золотоноша,,2676,8/21/2015,Золотоноша - Черкаси,"всього автобусів - 5,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Канів,,,6404088750177423360,"[[49.66832, 32.04047], [49.75182, 31.46004]]",1,Золотоноша,,2677,8/1/2015,Золотоноша - Канів,"всього автобусів - 2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Черкаси,,,7235337735839222784,"[[49.75182, 31.46004], [49.42854, 32.06207]]",1,Канів,,2679,3/23/2018,Канів - Черкаси,"всього автобусів - 13,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Черкаси,,,1067419479197652864,"[[48.7427808, 31.1315283], [49.42854, 32.06207]]",1,Потоки,,2680,7/31/2015,Потоки - Черкаси,"всього автобусів - 2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Черкаси,,,800774834120503680,"[[49.25229, 30.82946], [49.42854, 32.06207]]",1,Лисянка,,2681,9/3/2015,Лисянка - Черкаси,"всього автобусів - 3,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Умань,,,800774834120503680,"[[49.25229, 30.82946], [48.74838, 30.22184]]",1,Лисянка,,2682,9/3/2015,Лисянка - Умань,"всього автобусів - 2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
Черкаси,,,4088130318561929216,"[[48.9909, 29.8047], [49.42854, 32.06207]]",1,Монастирище,,2685,4/18/2016,Монастирище - Черкаси,"всього автобусів - 2,                  в тому числі резервних - 1",Черкаська область,з 1 по 7
